File Path,Container,Video Codec,Resolution,File Size (MB),Audio Codec,Audio Channels
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 31/S31E20 - Warrin' Priests Part 2.mkv",mkv,hevc,1280x720,159,ac3,2
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 31/The Simpsons - S31E05 - Gorillas on the Mast.mp4",mp4,hevc,1280x720,204,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 31/S31E03 - The Fat Blue Line.mkv",mkv,hevc,1280x720,149,ac3,2
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 31/The Simpsons - S31E09 - Todd, Todd, Why Hast Thou Forsaken Me.mp4",mp4,hevc,1280x720,210,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 31/S31E13 - Frinkcoin.mkv",mkv,hevc,1280x720,140,ac3,2
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 31/The Simpsons - S31E08 - Thanksgiving of Horror.mp4",mp4,hevc,1280x720,229,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 31/S31E10 - Bobby - It's Cold Outside.mkv",mkv,hevc,1280x720,179,ac3,2
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 31/S31E14 - Bart the Bad Guy.mkv",mkv,hevc,1280x720,171,ac3,2
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 31/S31E05 - Gorillas on the Mast.mkv",mkv,hevc,1280x720,180,ac3,2
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 31/S31E19 - Warrin' Priests.mkv",mkv,hevc,1280x720,164,ac3,2
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 31/S31E08 - Thanksgiving of Horror.mkv",mkv,hevc,1280x720,221,ac3,2
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 31/S31E17 - Highway to Well.mkv",mkv,hevc,1280x720,165,ac3,2
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E08 - Marge vs. Singles, Seniors, Childless Couples and Teens, and Gays.mp4",mp4,hevc,960x720,208,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E12 - Milhouse Doesn't Live Here Anymore.mp4",mp4,hevc,960x720,211,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E03 - The President Wore Pearls.mp4",mp4,hevc,960x720,219,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E18 - Catch 'Em If You Can.mp4",mp4,hevc,960x720,214,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E04 - The Regina Monologues.mp4",mp4,hevc,960x720,219,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E11 - Margical History Tour.mp4",mp4,hevc,960x720,216,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E21 - Bart-Mangled Banner.mp4",mp4,hevc,960x720,214,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E13 - Smart and Smarter.mp4",mp4,hevc,960x720,213,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E17 - My Big Fat Geek Wedding.mp4",mp4,hevc,960x720,216,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E09 - I, (Annoyed Grunt)-Bot.mp4",mp4,hevc,960x720,216,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E05 - The Fat and the Furriest.mp4",mp4,hevc,960x720,209,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E10 - Diatribe of a Mad Housewife.mp4",mp4,hevc,960x720,215,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E02 - My Mother the Carjacker.mp4",mp4,hevc,960x720,219,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E22 - Fraudcast News.mp4",mp4,hevc,960x720,219,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E06 - Today, I Am a Klown.mp4",mp4,hevc,960x720,209,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E20 - The Way We Weren't.mp4",mp4,hevc,960x720,217,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E14 - The Ziff Who Came to Dinner.mp4",mp4,hevc,960x720,214,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E19 - Simple Simpson.mp4",mp4,hevc,960x720,216,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E15 - Co-Dependent's Day.mp4",mp4,hevc,960x720,223,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E07 - 'Tis the Fifteenth Season.mp4",mp4,hevc,960x720,216,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E01 - Treehouse of Horror XIV.mp4",mp4,hevc,960x720,220,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 15/The Simpsons - S15E16 - The Wandering Juvie.mp4",mp4,hevc,960x720,214,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E15 - The Last Temptation of Krust.mkv",mkv,hevc,1920x1080,185,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E02 - The Principal and the Pauper.mkv",mkv,hevc,1920x1080,187,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E01 - The City of New York vs. Homer Simpson.mkv",mkv,hevc,1920x1080,197,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E24 - Lost Our Lisa.mkv",mkv,hevc,1920x1080,199,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E14 - Das Bus.mkv",mkv,hevc,1920x1080,187,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E20 - The Trouble With Trillions.mkv",mkv,hevc,1920x1080,185,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E19 - Simpson Tide.mkv",mkv,hevc,1920x1080,195,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E07 - The Two Mrs. Nahasapeemapetilons.mkv",mkv,hevc,1920x1080,183,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E06 - Bart Star.mkv",mkv,hevc,1920x1080,196,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E23 - King of the Hill.mkv",mkv,hevc,1920x1080,180,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E03 - Lisa's Sax.mkv",mkv,hevc,1920x1080,192,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E10 - Miracle on Evergreen Terrace.mkv",mkv,hevc,1920x1080,193,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E25 - Natural Born Kissers.mkv",mkv,hevc,1920x1080,177,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E09 - Realty Bites.mkv",mkv,hevc,1920x1080,192,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E08 - Lisa the Skeptic.mkv",mkv,hevc,1920x1080,182,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E12 - Bart Carny.mkv",mkv,hevc,1920x1080,201,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E21 - Girly Edition.mkv",mkv,hevc,1920x1080,178,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E05 - The Cartridge Family.mkv",mkv,hevc,1920x1080,186,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E04 - Treehouse of Horror VIII.mkv",mkv,hevc,1920x1080,184,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E16 - Dumbbell Indemnity.mkv",mkv,hevc,1920x1080,188,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E13 - The Joy of Sect.mkv",mkv,hevc,1920x1080,174,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E22 - Trash of the Titans.mkv",mkv,hevc,1920x1080,196,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E18 - This Little Wiggy.mkv",mkv,hevc,1920x1080,193,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E11 - All Singing, All Dancing.mkv",mkv,hevc,1920x1080,191,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 9/The Simpsons - S09E17 - Lisa the Simpson.mkv",mkv,hevc,1920x1080,177,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 35/The Simpsons - S35E17 - The Tipping Point.mkv",mkv,hevc,1280x720,173,aac,2
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E11 - Marge Be Not Proud.mp4",mp4,hevc,1280x720,235,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E09 - Sideshow Bob's Last Gleaming.mp4",mp4,hevc,1280x720,227,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E08 - Mother Simpson.mp4",mp4,hevc,1280x720,229,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E13 - Two Bad Neighbors.mp4",mp4,hevc,1280x720,230,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E01 - Who Shot Mr. Burns! (2).mp4",mp4,hevc,1280x720,233,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E25 - Summer of 4 Ft. 2.mp4",mp4,hevc,1280x720,230,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E10 - The Simpsons 138th Episode Spectacular.mp4",mp4,hevc,1280x720,229,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E19 - A Fish Called Selma.mp4",mp4,hevc,1280x720,229,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E24 - Homerpalooza.mp4",mp4,hevc,1280x720,231,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E18 - The Day the Violence Died.mp4",mp4,hevc,1280x720,228,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E21 - 22 Short Films About Springfield.mp4",mp4,hevc,1280x720,228,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E23 - Much Apu About Nothing.mp4",mp4,hevc,1280x720,229,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E04 - Bart Sells His Soul.mp4",mp4,hevc,1280x720,227,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E03 - Home Sweet Homediddily-Dum-Doodily.mp4",mp4,hevc,1280x720,231,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E16 - Lisa the Iconoclast.mp4",mp4,hevc,1280x720,232,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E07 - King-Size Homer.mp4",mp4,hevc,1280x720,228,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E22 - Raging Abe Simpson and his Grumbling Grandson in - 'The Curse of the Flying Hellfish'.mp4",mp4,hevc,1280x720,229,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E06 - Treehouse of Horror VI.mp4",mp4,hevc,1280x720,230,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E14 - Scenes from the Class Struggle in Springfield.mp4",mp4,hevc,1280x720,229,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E15 - Bart the Fink.mp4",mp4,hevc,1280x720,229,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E17 - Homer the Smithers.mp4",mp4,hevc,1280x720,228,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E20 - Bart on the Road.mp4",mp4,hevc,1280x720,228,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E12 - Team Homer.mp4",mp4,hevc,1280x720,225,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E02 - Radioactive Man.mp4",mp4,hevc,1280x720,227,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 7/The Simpsons - S07E05 - Lisa the Vegetarian.mp4",mp4,hevc,1280x720,230,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E14 - Alone Again, Natura-Diddily.mkv",mkv,hevc,1920x1080,190,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E19 - Kill the Alligator and Run.mkv",mkv,hevc,1920x1080,192,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E15 - Missionary - Impossible.mkv",mkv,hevc,1920x1080,188,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E07 - Eight Misbehavin'.mkv",mkv,hevc,1920x1080,176,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E12 - The Mansion Family.mkv",mkv,hevc,1920x1080,191,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E03 - Guess Who's Coming to Criticize Dinner.mkv",mkv,hevc,1920x1080,191,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E10 - Little Big Mom.mkv",mkv,hevc,1920x1080,191,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E09 - Grift of the Magi.mkv",mkv,hevc,1920x1080,189,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E20 - Last Tap Dance in Springfield.mkv",mkv,hevc,1920x1080,191,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E11 - Faith Off.mkv",mkv,hevc,1920x1080,194,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E06 - Hello Gutter, Hello Fadder.mkv",mkv,hevc,1920x1080,190,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E01 - Beyond Blunderdome.mkv",mkv,hevc,1920x1080,191,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E04 - Treehouse of Horror X.mkv",mkv,hevc,1920x1080,188,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E16 - Pygmoelian.mkv",mkv,hevc,1920x1080,188,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E05 - E-I-E-I-(Annoyed Grunt).mkv",mkv,hevc,1920x1080,184,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E02 - Brother's Little Helper.mkv",mkv,hevc,1920x1080,197,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E22 - Behind the Laughter.mkv",mkv,hevc,1920x1080,188,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E08 - Take My Wife, Sleaze.mkv",mkv,hevc,1920x1080,197,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E13 - Saddlesore Galactica.mkv",mkv,hevc,1920x1080,194,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E21 - It's a Mad, Mad, Mad, Mad Marge.mkv",mkv,hevc,1920x1080,191,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E17 - Bart to the Future.mkv",mkv,hevc,1920x1080,186,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 11/The Simpsons - S11E18 - Days of Wine and D'ohses.mkv",mkv,hevc,1920x1080,192,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E22 - Secrets of a Successful Marriage.mp4",mp4,hevc,1920x1080,444,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E12 - Bart Gets Famous.mp4",mp4,hevc,1920x1080,437,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E16 - Homer Loves Flanders.mp4",mp4,hevc,1920x1080,438,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E15 - Deep Space Homer.mp4",mp4,hevc,1920x1080,436,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E06 - Marge on the Lam.mp4",mp4,hevc,1920x1080,443,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E17 - Bart Gets an Elephant.mp4",mp4,hevc,1920x1080,435,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E03 - Homer Goes to College.mp4",mp4,hevc,1920x1080,445,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E21 - Lady Bouvier's Lover.mp4",mp4,hevc,1920x1080,436,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E08 - Boy-Scoutz 'N the Hood.mp4",mp4,hevc,1920x1080,438,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E07 - Bart's Inner Child.mp4",mp4,hevc,1920x1080,433,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E11 - Homer the Vigilante.mp4",mp4,hevc,1920x1080,437,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E10 - $pringfield (or, How I Learned to Stop Worrying and Love Legalized Gambling).mp4",mp4,hevc,1920x1080,438,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E20 - The Boy Who Knew Too Much.mp4",mp4,hevc,1920x1080,435,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E14 - Lisa vs. Malibu Stacy.mp4",mp4,hevc,1920x1080,440,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E05 - Treehouse of Horror IV.mp4",mp4,hevc,1920x1080,435,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E01 - Homer's Barbershop Quartet.mp4",mp4,hevc,1920x1080,439,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E19 - Sweet Seymour Skinner's Baadasssss Song.mp4",mp4,hevc,1920x1080,435,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E02 - Cape Feare.mp4",mp4,hevc,1920x1080,434,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E13 - Homer and Apu.mp4",mp4,hevc,1920x1080,441,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E18 - Burns' Heir.mp4",mp4,hevc,1920x1080,439,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E09 - The Last Temptation of Homer.mp4",mp4,hevc,1920x1080,437,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 5/The Simpsons - S05E04 - Rosebud.mp4",mp4,hevc,1920x1080,440,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E01 - Treehouse of Horror VII.mkv",mkv,hevc,1920x1080,195,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E20 - The Canine Mutiny.mkv",mkv,hevc,1920x1080,199,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E05 - Bart After Dark.mkv",mkv,hevc,1920x1080,189,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E13 - Simpsoncalifragilisticexpiala (Annoyed Grunt) cious.mkv",mkv,hevc,1920x1080,197,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E09 - El Viaje Misterioso de Nuestro Jomer (The Mysterious Voyage of Our Homer).mkv",mkv,hevc,1920x1080,189,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E19 - Grade School Confidential.mkv",mkv,hevc,1920x1080,209,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E11 - The Twisted World of Marge Simpson.mkv",mkv,hevc,1920x1080,199,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E10 - The Springfield Files.mkv",mkv,hevc,1920x1080,194,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E07 - Lisa's Date With Density.mkv",mkv,hevc,1920x1080,198,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E16 - Brother From Another Series.mkv",mkv,hevc,1920x1080,193,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E25 - The Secret War of Lisa Simpson.mkv",mkv,hevc,1920x1080,184,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E06 - A Milhouse Divided.mkv",mkv,hevc,1920x1080,201,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E08 - Hurricane Neddy.mkv",mkv,hevc,1920x1080,199,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E03 - The Homer They Fall.mkv",mkv,hevc,1920x1080,199,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E02 - You Only Move Twice.mkv",mkv,hevc,1920x1080,199,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E04 - Burns Baby Burns.mkv",mkv,hevc,1920x1080,196,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E18 - Homer vs. the 18th Amendment.mkv",mkv,hevc,1920x1080,199,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E15 - Homer's Phobia.mkv",mkv,hevc,1920x1080,202,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E12 - Mountain of Madness.mkv",mkv,hevc,1920x1080,186,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E23 - Homer's Enemy.mkv",mkv,hevc,1920x1080,194,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E21 - The Old Man and the Lisa.mkv",mkv,hevc,1920x1080,198,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E24 - The Simpsons Spin-Off Showcase.mkv",mkv,hevc,1920x1080,202,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E14 - The Itchy & Scratchy & Poochie Show.mkv",mkv,hevc,1920x1080,191,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E17 - My Sister, My Sitter.mkv",mkv,hevc,1920x1080,205,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 8/The Simpsons - S08E22 - In Marge We Trust.mkv",mkv,hevc,1920x1080,184,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 32/The Simpsons - [32x01] - Undercover Burns.mkv",mkv,hevc,1920x1080,194,eac3,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E05 - When You Dish Upon a Star.mkv",mkv,hevc,1920x1080,189,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E10 - Viva Ned Flanders.mkv",mkv,hevc,1920x1080,200,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E20 - The Old Man and the C Student.mkv",mkv,hevc,1920x1080,198,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E03 - Bart the Mother.mkv",mkv,hevc,1920x1080,178,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E15 - Marge Simpson in - 'Screaming Yellow Honkers'.mkv",mkv,hevc,1920x1080,188,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E04 - Treehouse of Horror IX.mkv",mkv,hevc,1920x1080,196,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E07 - Lisa Gets an A.mkv",mkv,hevc,1920x1080,192,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E17 - Maximum Homerdrive.mkv",mkv,hevc,1920x1080,196,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E22 - They Saved Lisa's Brain.mkv",mkv,hevc,1920x1080,193,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E18 - Simpsons Bible Stories.mkv",mkv,hevc,1920x1080,193,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E11 - Wild Barts Can't Be Broken.mkv",mkv,hevc,1920x1080,189,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E12 - Sunday, Cruddy Sunday.mkv",mkv,hevc,1920x1080,197,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E23 - Thirty Minutes Over Tokyo.mkv",mkv,hevc,1920x1080,197,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E21 - Monty Can't Buy Me Love.mkv",mkv,hevc,1920x1080,194,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E02 - The Wizard of Evergreen Terrace.mkv",mkv,hevc,1920x1080,174,aac,6
"/pool/TV Shows/The Simpsons {tvdb-71663}/Season 10/The Simpsons - S10E13 - Homer to the Max.mkv",mkv,hevc,1920x1080,191,aac,6
